drive,split,segment_id,frame_t,frame_t1,dt_s,gt_lat_t,gt_lon_t,gt_lat_t1,gt_lon_t1,gt_yaw_t_rad,gt_yaw_t1_rad,gt_dyaw_rad,gt_dx_m,gt_dy_m,gt_step_m,motion_regime,folder
2011_09_26_drive_0009_sync,train,0,18,19,0.099994843,49.009298502344,8.437395992937,49.009295921834,8.437409562274,-0.2674996732051,-0.2675546732051,-5.500000000013827e-05,1.0315035805754897,-0.015152027358348641,1.0316148606302276,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,19,20,0.100031438,49.009295921834,8.437409562274,49.009293349918,8.437423051975,-0.2675546732051,-0.2672316732051,0.0003229999999998512,1.0256435297070232,-0.01570994802841086,1.0257638385598007,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,20,21,0.109974586,49.009293349918,8.437423051975,49.009290561426,8.4374378915263,-0.2672316732051,-0.2673756732051,-0.000144000000000144,1.1270703810885032,-0.013267540386254328,1.127148469171158,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,21,22,0.100007508,49.009290561426,8.4374378915263,49.00928800143,8.4374513536616,-0.2673756732051,-0.2675466732051,-0.00017099999999992122,1.0233489401823723,-0.01514551678222803,1.0234610105182245,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,22,23,0.100028209,49.00928800143,8.4374513536616,49.00928545548,8.4374647699686,-0.2675466732051,-0.2674906732051,5.599999999983396e-05,1.0197109409970293,-0.014347199638214903,1.0198118676140742,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,23,24,0.109952586,49.00928545548,8.4374647699686,49.009282655279,8.4374795206004,-0.2674906732051,-0.2676316732051,-0.00014100000000016877,1.1211565891108466,-0.015948786883189348,1.1212700214978162,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,24,25,0.100017516,49.009282655279,8.4374795206004,49.009279748776,8.4374929139669,-0.2676316732051,-0.2674406732051,0.00019100000000005224,1.0287108568575412,-0.05341117758984515,1.0300964910667887,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,25,26,0.100005146,49.009279748776,8.4374929139669,49.009277193963,8.4375064260665,-0.2674406732051,-0.2668016732051,0.0006390000000000562,1.026716280837423,-0.013558365731740851,1.0268057998560125,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,26,27,0.110105554,49.009277193963,8.4375064260665,49.009274367618,8.4375213055736,-0.2668016732051,-0.2663596732051,0.00044200000000005346,1.1309901538070954,-0.017047579680412484,1.1311186268387403,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,27,28,0.0999319,49.009274367618,8.4375213055736,49.009271813375,8.4375348540205,-0.2663596732051,-0.2658046732051,0.0005549999999998612,1.029244859445031,-0.013908398302421687,1.029338828684394,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,28,29,0.099988825,49.009271813375,8.4375348540205,49.009268849019,8.4375486181924,-0.2658046732051,-0.2655246732051,0.000280000000000058,1.0564283223833173,-0.05439208788610406,1.057827632253119,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,29,30,0.110028904,49.009268849019,8.4375486181924,49.009266089211,8.4375636939048,-0.2655246732051,-0.2646236732051,0.0009009999999998186,1.1428485122515282,-0.007584969456951696,1.1428736823101642,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,30,31,0.1001893,49.009266089211,8.4375636939048,49.009263621872,8.4375773648618,-0.2646236732051,-0.2638166732051,0.0008070000000000022,1.0353232248381332,-0.004018076862840891,1.0353310218625285,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,31,32,0.109838431,49.009263621872,8.4375773648618,49.009260837848,8.4375924011848,-0.2638166732051,-0.2626626732051,0.0011540000000000994,1.1407603075064174,-0.01288936687595088,1.1408331231869975,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,32,33,0.099923759,49.009260837848,8.4375924011848,49.009258027647,8.4376062873017,-0.2626626732051,-0.2619166732051,0.0007459999999999134,1.0603955125417928,-0.038827153158971506,1.0611061166731637,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,33,34,0.100093673,49.009258027647,8.4376062873017,49.009255309695,8.4376201772858,-0.2619166732051,-0.2613126732051,0.0006040000000000489,1.0579800488841893,-0.029626177818119215,1.0583947724025768,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,34,35,0.109970537,49.009255309695,8.4376201772858,49.009252301131,8.437635537036,-0.2613126732051,-0.2616446732051,-0.000332000000000221,1.169996708494506,-0.033791638086278275,1.1704845888317077,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,35,36,0.100236896,49.009252301131,8.437635537036,49.00924958752,8.4376494796384,-0.2616446732051,-0.2628816732051,-0.0012370000000001546,1.061558416024256,-0.028453287093270108,1.0619396688034304,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,36,37,0.099758365,49.00924958752,8.4376494796384,49.009246855453,8.4376634449173,-0.2628816732051,-0.2646786732051,-0.0017969999999998265,1.0637256704493083,-0.02869375010690317,1.0641126036599828,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,37,38,0.110021384,49.009246855453,8.4376634449173,49.009243825356,8.4376788037752,-0.2646786732051,-0.2670826732051,-0.0024039999999998507,1.170668185202336,-0.032183808221137755,1.171110497500789,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,38,39,0.099975401,49.009243825356,8.4376788037752,49.009241103781,8.4376926809237,-0.2670826732051,-0.2696406732051,-0.0025580000000000602,1.0573216923222317,-0.024796571253476618,1.0576124200296992,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,39,40,0.100012938,49.009241103781,8.4376926809237,49.009238378631,8.4377066723947,-0.2696406732051,-0.2719776732051,-0.0023369999999998115,1.0655337694455629,-0.020251742579767584,1.065726206352451,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,40,41,0.110138993,49.009238378631,8.4377066723947,49.009235334493,8.4377222470096,-0.2719776732051,-0.2746806732051,-0.0027029999999999,1.1864671555282744,-0.020911669569705582,1.1866514269453972,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,41,42,0.099925205,49.009235334493,8.4377222470096,49.009232282132,8.4377362081418,-0.2746806732051,-0.2771116732051,-0.002431000000000072,1.0733700640213664,-0.05054151905349463,1.0745593233905082,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,42,43,0.099947478,49.009232282132,8.4377362081418,49.009229231304,8.4377502935738,-0.2771116732051,-0.2794306732051,-0.00231899999999996,1.0821730710303685,-0.04528479479487135,1.0831201541393793,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,43,44,0.110004786,49.009229231304,8.4377502935738,49.009225810281,8.4377659173434,-0.2794306732051,-0.2818676732051,-0.0024370000000000225,1.2016117001278415,-0.051405773289292855,1.2027107846076677,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,44,45,0.100020882,49.009225810281,8.4377659173434,49.009222725871,8.4377802137487,-0.2818676732051,-0.2837916732051,-0.0019239999999998147,1.0982132159923501,-0.03944336094876344,1.098921310423633,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,45,46,0.100017819,49.009222725871,8.4377802137487,49.009219602041,8.4377945180416,-0.2837916732051,-0.2851386732051,-0.001346999999999987,1.1000687287207471,-0.04138173434602388,1.100846790360387,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,46,47,0.110020605,49.009219602041,8.4377945180416,49.009216122777,8.4378102724514,-0.2851386732051,-0.2869296732051,-0.001790999999999876,1.2128634712231827,-0.048084412255465336,1.213816258965706,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,47,48,0.099940831,49.009216122777,8.4378102724514,49.009213005752,8.4378246743337,-0.2869296732051,-0.2878276732051,-0.0008979999999998434,1.1068134355497774,-0.035186244598876426,1.1073725899273799,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,48,49,0.100062213,49.009213005752,8.4378246743337,49.009209909527,8.4378391172827,-0.2878276732051,-0.2884876732051,-0.0006599999999998829,1.1090626437813775,-0.031120878037913025,1.1094991919245318,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,49,50,0.10996866,49.009209909527,8.4378391172827,49.00920660141,8.4378549983772,-0.2884876732051,-0.2893336732051,-0.0008460000000001244,1.2164656495500235,-0.02312578082379807,1.2166854475475042,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,50,51,0.099998851,49.00920660141,8.4378549983772,49.009203581989,8.4378694350746,-0.2893336732051,-0.2903226732051,-0.0009890000000001287,1.1062315044174047,-0.021386393566901973,1.1064382130039585,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,51,52,0.100011824,49.009203581989,8.4378694350746,49.009200592914,8.437883877694,-0.2903226732051,-0.2912006732051,-0.0008780000000001564,1.1056994760618148,-0.016931784608932743,1.105829108268278,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,52,53,0.109985256,49.009200592914,8.437883877694,49.009197480826,8.4378998118934,-0.2912006732051,-0.2912576732051,-5.699999999997374e-05,1.2139734091539938,0.002191062500263574,1.2139753864423488,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,53,54,0.1000094,49.009197480826,8.4378998118934,49.009194629667,8.4379143372775,-0.2912576732051,-0.2910266732051,0.0002309999999998702,1.10709514035025,0.000543619216478608,1.1070952738174762,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,54,55,0.110113056,49.009194629667,8.4379143372775,49.009191601358,8.4379302699593,-0.2910266732051,-0.2902886732051,0.0007380000000001274,1.2111917200533013,0.010882139085343356,1.211240605196485,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,55,56,0.100017045,49.009191601358,8.4379302699593,49.009188738603,8.437944745145,-0.2902886732051,-0.2891276732051,0.0011609999999997456,1.1039526845076917,-0.0028151218835781866,1.103956273836495,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,56,57,0.099851056,49.009188738603,8.437944745145,49.009185861084,8.4379592369221,-0.2891276732051,-0.2875166732051,0.001611000000000029,1.1055785223184296,-0.005326681535219924,1.1055913542299343,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,57,58,0.10002933,49.009185861084,8.4379592369221,49.009182997136,8.4379737613557,-0.2875166732051,-0.2857856732051,0.001730999999999927,1.1074268202749378,-0.004982853461903358,1.1074380303623685,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,58,59,0.11002994,49.009182997136,8.4379737613557,49.009179747328,8.4379897100247,-0.2857856732051,-0.2840156732051,0.0017700000000000493,1.2193035303409587,-0.018793739431535117,1.2194483604252153,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,59,60,0.10019071,49.009179747328,8.4379897100247,49.00917682583,8.4380042284395,-0.2840156732051,-0.2825756732051,0.0014400000000001079,1.1087760007612666,-0.015132810472123615,1.1088792638592055,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,60,61,0.099858268,49.00917682583,8.4380042284395,49.00917391905,8.4380187277036,-0.2825756732051,-0.2809946732051,0.0015809999999998325,1.1069533832429685,-0.015545896503917411,1.1070625400451255,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,61,62,0.109989451,49.00917391905,8.4380187277036,49.009170822787,8.4380348274531,-0.2809946732051,-0.2790556732051,0.001939000000000135,1.2250587783080091,-0.005153725555872235,1.2250696189182952,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,62,63,0.099965038,49.009170822787,8.4380348274531,49.009167944807,8.438049471832,-0.2790556732051,-0.2771576732051,0.0018980000000001773,1.1161950360053576,-0.013441580407018872,1.1162759669933058,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,63,64,0.099998326,49.009167944807,8.438049471832,49.009165079092,8.4380641277883,-0.2771576732051,-0.2753936732051,0.0017640000000000988,1.1166070911697195,-0.01401553526974475,1.1166950484708884,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,64,65,0.110299703,49.009165079092,8.4380641277883,49.00916194784,8.4380803031752,-0.2753936732051,-0.2734786732051,0.001914999999999889,1.2313848692010008,-0.014261463626626336,1.2314674520432682,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,65,66,0.099738718,49.00916194784,8.4380803031752,49.009159117752,8.4380950321347,-0.2734786732051,-0.2715936732051,0.0018850000000001366,1.1206094545773233,-0.012865100738064295,1.1206833007166148,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,66,67,0.099986204,49.009159117752,8.4380950321347,49.00915632533,8.4381097838766,-0.2715936732051,-0.2701036732051,0.0014899999999999913,1.1210610022927243,-0.010491869953243305,1.121110097268187,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,67,68,0.110012849,49.00915632533,8.4381097838766,49.009153311468,8.4381259443237,-0.2701036732051,-0.2684266732051,0.0016769999999999285,1.2267541646616993,-0.00847228741076983,1.2267834202371641,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,68,69,0.099998979,49.009153311468,8.4381259443237,49.009150672147,8.4381406803842,-0.2684266732051,-0.2669346732051,0.0014919999999998268,1.1153981516767937,0.0020869415642466027,1.1154001040385015,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,69,70,0.100241304,49.009150672147,8.4381406803842,49.009148015671,8.4381554236262,-0.2669346732051,-0.2654206732051,0.0015140000000002374,1.1164096211116707,-0.0012809525013372514,1.1164103559847585,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,70,71,0.109837327,49.009148015671,8.4381554236262,49.009145134971,8.4381716744555,-0.2654206732051,-0.2636756732051,0.0017450000000001076,1.2291812812199705,0.0018186009050417118,1.2291826265493748,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,71,72,0.099946178,49.009145134971,8.4381716744555,49.009142475422,8.4381864823678,-0.2636756732051,-0.2623766732051,0.001298999999999939,1.121047731073316,-0.0040188113464634245,1.1210549345100214,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,72,73,0.10996656,49.009142475422,8.4381864823678,49.009139607654,8.4382028142656,-0.2623766732051,-0.2605956732051,0.0017809999999998105,1.2345247876909322,0.0010027057696996855,1.2345251948997242,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,73,74,0.100047891,49.009139607654,8.4382028142656,49.009136945268,8.4382176749281,-0.2605956732051,-0.2590086732051,0.001586999999999783,1.1248332292102883,-0.006784305648030509,1.1248536884140847,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,74,75,0.100021786,49.009136945268,8.4382176749281,49.009134244763,8.4382325279468,-0.2590086732051,-0.2571986732051,0.0018099999999998673,1.1253684053175408,-0.012814190752095278,1.1254413583885994,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,75,76,0.109939335,49.009134244763,8.4382325279468,49.009131233209,8.4382488504912,-0.2571986732051,-0.2550756732051,0.002123000000000097,1.2379246452472579,-0.021043010067398116,1.2381034833903206,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,76,77,0.100034146,49.009131233209,8.4382488504912,49.009128517129,8.4382637354754,-0.2550756732051,-0.2532116732051,0.0018639999999998658,1.1280054547092069,-0.018328892818302633,1.1281543574199717,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,77,78,0.10002216,49.009128517129,8.4382637354754,49.009125774902,8.438278648061,-0.2532116732051,-0.2514756732051,0.0017360000000001818,1.1306497072479305,-0.022744412297452332,1.1308784500513693,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,78,79,0.109987637,49.009125774902,8.438278648061,49.00912275046,8.4382951221649,-0.2514756732051,-0.2496156732051,0.0018600000000001948,1.2488597392199818,-0.02676301576619866,1.24914647149864,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,79,80,0.09998727,49.00912275046,8.4382951221649,49.00911997559,8.4383101258361,-0.2496156732051,-0.2483316732051,0.0012840000000000629,1.1379032236111346,-0.028688225944618062,1.1382648025009212,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,80,81,0.100001612,49.00911997559,8.4383101258361,49.009117242191,8.4383251424713,-0.2483316732051,-0.2477116732051,0.0006200000000000649,1.137648401894703,-0.025441675892912796,1.1379328474061252,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,81,82,0.10998178,49.009117242191,8.4383251424713,49.009114234111,8.4383416522011,-0.2477116732051,-0.2474726732051,0.00023900000000010024,1.2508257283062534,-0.02905984228103814,1.2511632495507004,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,82,83,0.099999964,49.009114234111,8.4383416522011,49.00911157834,8.4383565818437,-0.2474726732051,-0.2472836732051,0.00018899999999977268,1.1293508982977374,-0.019596608080372002,1.1295209066388112,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,83,84,0.100039231,49.00911157834,8.4383565818437,49.009108917325,8.4383714910068,-0.2472836732051,-0.2474596732051,-0.00017600000000017602,1.1280402179391973,-0.020742068981375705,1.1282309013291294,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,84,85,0.110023363,49.009108917325,8.4383714910068,49.009105978152,8.4383878411577,-0.2474596732051,-0.2478446732051,-0.0003850000000000797,1.237642380599051,-0.024792100404243622,1.2378906698482466,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,85,86,0.099990659,49.009105978152,8.4383878411577,49.009103299262,8.4384026977894,-0.2478446732051,-0.2491426732051,-0.0012979999999997993,1.1248213606585418,-0.022979213430787016,1.125056059778192,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,86,87,0.099992627,49.009103299262,8.4384026977894,49.00910062207,8.4384175129722,-0.2491426732051,-0.2509576732051,-0.001815000000000122,1.1218705871706132,-0.02208224398925751,1.1220878931073703,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,87,88,0.110024907,49.00910062207,8.4384175129722,49.009097676538,8.4384337809094,-0.2509576732051,-0.2533886732051,-0.002431000000000072,1.232082414835737,-0.022639113768184727,1.2322903904598421,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,88,89,0.099982394,49.009097676538,8.4384337809094,49.009094977721,8.4384485095118,-0.2533886732051,-0.2559676732051,-0.002578999999999887,1.1164376983067157,-0.021233817266682886,1.11663960577982,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,89,90,0.110048833,49.009094977721,8.4384485095118,49.009091986375,8.4384646715987,-0.2559676732051,-0.2584956732051,-0.0025279999999998637,1.2259944869929982,-0.02335677221659288,1.226216955088129,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,90,91,0.099935535,49.009091986375,8.4384646715987,49.009089250055,8.4384793311387,-0.2584956732051,-0.2612026732051,-0.002707000000000015,1.112723582509025,-0.020857082470988775,1.1129190397153426,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,91,92,0.100036076,49.009089250055,8.4384793311387,49.009086475757,8.4384939898568,-0.2612026732051,-0.2636416732051,-0.002438999999999858,1.1138098147611217,-0.0219446391180525,1.1140259739540304,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,92,93,0.110029147,49.009086475757,8.4384939898568,49.009083407093,8.438510072701,-0.2636416732051,-0.2659876732051,-0.0023460000000001813,1.222794508297647,-0.02376532352397437,1.223025429059054,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,93,94,0.100134535,49.009083407093,8.438510072701,49.009080615047,8.4385246557686,-0.2659876732051,-0.2679176732051,-0.0019300000000002093,1.109091872330267,-0.019973043616108577,1.1092716996932483,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,94,95,0.099858809,49.009080615047,8.4385246557686,49.009077809258,8.4385392344779,-0.2679176732051,-0.2693496732051,-0.0014319999999998778,1.1092265192555428,-0.019391973651738947,1.1093960157048866,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,95,96,0.110019659,49.009077809258,8.4385392344779,49.009074813814,8.4385553039915,-0.2693496732051,-0.2701846732051,-0.0008349999999999191,1.2198031782437917,-0.00918730257431194,1.219837776174458,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,96,97,0.099990026,49.009074813814,8.4385553039915,49.009072089347,8.4385699094832,-0.2701846732051,-0.2701526732051,3.2000000000032e-05,1.10873616546967,-0.007630998425760871,1.1087624257510538,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,97,98,0.099989221,49.009072089347,8.4385699094832,49.009069459215,8.4385845924843,-0.2701526732051,-0.2694576732051,0.0006949999999998902,1.1113877709308513,0.0039644186373739565,1.111394841624604,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,98,99,0.110174187,49.009069459215,8.4385845924843,49.009066491662,8.4386007413096,-0.2694576732051,-0.2686876732051,0.0007700000000001594,1.2245600997450878,-0.004521053886608617,1.224568445541508,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,99,100,0.099874516,49.009066491662,8.4386007413096,49.009063860899,8.4386155130767,-0.2686876732051,-0.2679456732051,0.0007419999999997984,1.117660182841355,0.003989187097836577,1.1176673019833194,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,100,101,0.099947053,49.009063860899,8.4386155130767,49.009061191013,8.4386302612211,-0.2679456732051,-0.2675366732051,0.0004089999999998817,1.1171525687167543,-0.0014965194870156795,1.1171535710729377,high,2011_09_26_drive_0009_sync
2011_09_26_drive_0009_sync,train,0,101,102,0.110025617,49.009061191013,8.4386302612211,49.009058277688,8.4386465115251,-0.2675366732051,-0.2668016732051,0.0007350000000001522,1.2300997745588813,0.0009073527429951378,1.2301001092020156,high,2011_09_26_drive_0009_sync
